,Dataset,Interestingness,HPO,Method,Score,Hyperparams,Duration
1,target,naive_avg,SMAC AC,BINARY,-0.0118591427941521,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.True_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 3,
  'HDBSCAN_1_min_cluster_size': 16,
  'KMeans_1_n_clusters': 24,
  'KMeans_2_n_clusters': 16,
  'MeanShift_2_bandwidth': 25.05,
})",91.59904623031616
2,target,naive_avg,SMAC AC,ALG_NUMBER,-0.0492480279091531,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 1,
  'MeanShift': 3,
  'HDBSCAN_0_min_cluster_size': 2,
  'KMeans_0_n_clusters': 26,
  'MeanShift_0_bandwidth': 2.3703884779686,
  'MeanShift_1_bandwidth': 11.1767593514704,
  'MeanShift_2_bandwidth': 1.032449547531,
})",91.89258527755736
0,target,naive_avg,BOHB,FIXED,-0.1229985551777433,"[('HDBSCAN', {'min_cluster_size': 15}), ('HDBSCAN', {'min_cluster_size': 1}), ('HDBSCAN', {'min_cluster_size': 15}), ('HDBSCAN', {'min_cluster_size': 6}), ('HDBSCAN', {'min_cluster_size': 14}), ('KMeans', {'n_clusters': 8}), ('KMeans', {'n_clusters': 11}), ('KMeans', {'n_clusters': 9}), ('KMeans', {'n_clusters': 8}), ('KMeans', {'n_clusters': 6}), ('MeanShift', {'bandwidth': 30.862978320964775}), ('MeanShift', {'bandwidth': 23.571346882833662}), ('MeanShift', {'bandwidth': 33.0728116907771}), ('MeanShift', {'bandwidth': 32.665963965332644}), ('MeanShift', {'bandwidth': 47.757591465122616})]",137.0474452972412
1,target,naive_avg,BOHB,BINARY,0.0060637716372679,"[('HDBSCAN', {'min_cluster_size': 10}), ('KMeans', {'n_clusters': 8}), ('KMeans', {'n_clusters': 7}), ('MeanShift', {'bandwidth': 40.937442244579984}), ('MeanShift', {'bandwidth': 12.61760512545655}), ('MeanShift', {'bandwidth': 21.40956098614217}), ('MeanShift', {'bandwidth': 28.971412534737674})]",103.78503155708312
2,target,naive_avg,BOHB,ALG_NUMBER,0.0147777777777778,"[('MeanShift', {'bandwidth': 39.55301405858768}), ('MeanShift', {'bandwidth': 35.78732553510324}), ('MeanShift', {'bandwidth': 22.273954377131563}), ('MeanShift', {'bandwidth': 9.335473820144522}), ('MeanShift', {'bandwidth': 12.566891536331319})]",100.54173874855042
0,target,naive_avg,Optunity,FIXED,-0.0892257585838754,"[('HDBSCAN', {'min_cluster_size': 8.3916015625}), ('HDBSCAN', {'min_cluster_size': 29.9716796875}), ('HDBSCAN', {'min_cluster_size': 22.2119140625}), ('HDBSCAN', {'min_cluster_size': 20.7392578125}), ('HDBSCAN', {'min_cluster_size': 13.7724609375}), ('KMeans', {'n_clusters': 10.06640625}), ('KMeans', {'n_clusters': 2.02734375}), ('KMeans', {'n_clusters': 29.04296875}), ('KMeans', {'n_clusters': 5.63671875}), ('KMeans', {'n_clusters': 23.08203125}), ('MeanShift', {'bandwidth': 28.997167968750002}), ('MeanShift', {'bandwidth': 8.04306640625}), ('MeanShift', {'bandwidth': 21.39521484375}), ('MeanShift', {'bandwidth': 2.29287109375}), ('MeanShift', {'bandwidth': 47.02744140625})]",134.1589970588684
1,target,naive_avg,Optunity,BINARY,0.0465902726960826,"[('HDBSCAN', {'min_cluster_size': 2.17529296875}), ('KMeans', {'n_clusters': 2.369140625}), ('KMeans', {'n_clusters': 7.427734375}), ('KMeans', {'n_clusters': 27.908203125}), ('MeanShift', {'bandwidth': 1.927392578125}), ('MeanShift', {'bandwidth': 48.952294921875})]",81.18592429161072
2,target,naive_avg,Optunity,ALG_NUMBER,0.0163989191670948,"[('HDBSCAN', {'min_cluster_size': 5.254902603924465}), ('HDBSCAN', {'min_cluster_size': 15.855002848746173}), ('HDBSCAN', {'min_cluster_size': 17.22152877095346}), ('KMeans', {'n_clusters': 7.495129099412269}), ('KMeans', {'n_clusters': 25.764475766929802}), ('KMeans', {'n_clusters': 22.993113192352087}), ('KMeans', {'n_clusters': 18.569540270897264}), ('MeanShift', {'bandwidth': 30.909176555409164}), ('MeanShift', {'bandwidth': 2.2699180657748395}), ('MeanShift', {'bandwidth': 29.683316512467933})]",75.14665198326111
0,banana - Ori,naive_avg,SMAC HPO,FIXED,-0.2258456505042484,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 22,
  'HDBSCAN_1_min_cluster_size': 8,
  'HDBSCAN_2_min_cluster_size': 2,
  'HDBSCAN_3_min_cluster_size': 9,
  'HDBSCAN_4_min_cluster_size': 12,
  'KMeans_0_n_clusters': 28,
  'KMeans_1_n_clusters': 22,
  'KMeans_2_n_clusters': 11,
  'KMeans_3_n_clusters': 7,
  'KMeans_4_n_clusters': 19,
  'MeanShift_0_bandwidth': 39.9704950959422,
  'MeanShift_1_bandwidth': 25.9760567119345,
  'MeanShift_2_bandwidth': 8.9433339047246,
  'MeanShift_3_bandwidth': 35.1670507348143,
  'MeanShift_4_bandwidth': 23.0510077413172,
})",679.7409036159515
1,banana - Ori,naive_avg,SMAC HPO,BINARY,0.0121677778356106,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 23,
  'HDBSCAN_4_min_cluster_size': 4,
  'KMeans_3_n_clusters': 16,
  'MeanShift_1_bandwidth': 11.1418408717029,
})",409.818555355072
2,banana - Ori,naive_avg,SMAC HPO,ALG_NUMBER,0.0789999999999999,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 0,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 22,
  'MeanShift_0_bandwidth': 0.97680537384,
})",247.2323861122132
0,banana - Ori,naive_avg,SMAC BB,FIXED,-0.2269061030155978,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 2,
  'HDBSCAN_1_min_cluster_size': 27,
  'HDBSCAN_2_min_cluster_size': 18,
  'HDBSCAN_3_min_cluster_size': 17,
  'HDBSCAN_4_min_cluster_size': 9,
  'KMeans_0_n_clusters': 30,
  'KMeans_1_n_clusters': 29,
  'KMeans_2_n_clusters': 12,
  'KMeans_3_n_clusters': 23,
  'KMeans_4_n_clusters': 17,
  'MeanShift_0_bandwidth': 7.3421440825798,
  'MeanShift_1_bandwidth': 31.0859344383702,
  'MeanShift_2_bandwidth': 29.6356330947019,
  'MeanShift_3_bandwidth': 39.278598246444,
  'MeanShift_4_bandwidth': 24.6612092351541,
})",434.818323135376
1,banana - Ori,naive_avg,SMAC BB,BINARY,0.1222127473632046,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.True_,
  'HDBSCAN_1_min_cluster_size': 10,
  'HDBSCAN_2_min_cluster_size': 1,
  'HDBSCAN_4_min_cluster_size': 27,
  'KMeans_3_n_clusters': 17,
  'MeanShift_4_bandwidth': 31.3721312192858,
})",314.08482122421265
2,banana - Ori,naive_avg,SMAC BB,ALG_NUMBER,0.2878718700981673,"Configuration(values={
  'HDBSCAN': 2,
  'KMeans': 1,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 1,
  'HDBSCAN_1_min_cluster_size': 14,
  'KMeans_0_n_clusters': 19,
})",279.9341850280762
0,banana - Ori,naive_avg,SMAC AC,FIXED,-0.2312838548623732,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 20,
  'HDBSCAN_1_min_cluster_size': 15,
  'HDBSCAN_2_min_cluster_size': 1,
  'HDBSCAN_3_min_cluster_size': 19,
  'HDBSCAN_4_min_cluster_size': 3,
  'KMeans_0_n_clusters': 29,
  'KMeans_1_n_clusters': 19,
  'KMeans_2_n_clusters': 26,
  'KMeans_3_n_clusters': 2,
  'KMeans_4_n_clusters': 7,
  'MeanShift_0_bandwidth': 4.7323100387253,
  'MeanShift_1_bandwidth': 22.4898519424544,
  'MeanShift_2_bandwidth': 16.9019219836165,
  'MeanShift_3_bandwidth': 24.061704163348,
  'MeanShift_4_bandwidth': 49.6621194757135,
})",273.7746846675873
1,banana - Ori,naive_avg,SMAC AC,BINARY,-0.1009223103514201,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.True_,
  'KMeans_1': np.True_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 20,
  'HDBSCAN_1_min_cluster_size': 29,
  'HDBSCAN_2_min_cluster_size': 22,
  'HDBSCAN_4_min_cluster_size': 6,
  'KMeans_0_n_clusters': 10,
  'KMeans_1_n_clusters': 16,
  'KMeans_3_n_clusters': 13,
  'MeanShift_2_bandwidth': 12.8865589584753,
})",169.7252745628357
2,banana - Ori,naive_avg,SMAC AC,ALG_NUMBER,0.0225514391444032,"Configuration(values={
  'HDBSCAN': 2,
  'KMeans': 1,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 12,
  'HDBSCAN_1_min_cluster_size': 30,
  'KMeans_0_n_clusters': 29,
  'MeanShift_0_bandwidth': 34.2079283675339,
})",155.52891755104065
0,banana - Ori,naive_avg,BOHB,FIXED,-0.2243023938362237,"[('HDBSCAN', {'min_cluster_size': 28}), ('HDBSCAN', {'min_cluster_size': 28}), ('HDBSCAN', {'min_cluster_size': 26}), ('HDBSCAN', {'min_cluster_size': 1}), ('HDBSCAN', {'min_cluster_size': 19}), ('KMeans', {'n_clusters': 27}), ('KMeans', {'n_clusters': 21}), ('KMeans', {'n_clusters': 2}), ('KMeans', {'n_clusters': 17}), ('KMeans', {'n_clusters': 16}), ('MeanShift', {'bandwidth': 14.359887210764143}), ('MeanShift', {'bandwidth': 3.3521486202646993}), ('MeanShift', {'bandwidth': 47.15511836864054}), ('MeanShift', {'bandwidth': 35.20694589667545}), ('MeanShift', {'bandwidth': 2.67830660369663})]",398.9806027412415
1,banana - Ori,naive_avg,BOHB,BINARY,0.1276075365427658,"[('HDBSCAN', {'min_cluster_size': 23}), ('KMeans', {'n_clusters': 2}), ('KMeans', {'n_clusters': 2}), ('MeanShift', {'bandwidth': 25.690350422849367}), ('MeanShift', {'bandwidth': 1.0574847312093028}), ('MeanShift', {'bandwidth': 21.02034879283766}), ('MeanShift', {'bandwidth': 10.43984639828082})]",312.1593635082245
2,banana - Ori,naive_avg,BOHB,ALG_NUMBER,0.130301321693395,"[('MeanShift', {'bandwidth': 45.57449078561039}), ('MeanShift', {'bandwidth': 26.799544693442286}), ('MeanShift', {'bandwidth': 45.12810947166369})]",275.6201181411743
0,banana - Ori,naive_avg,Optunity,FIXED,-0.2225316384377502,"[('HDBSCAN', {'min_cluster_size': 2.8006759358802955}), ('HDBSCAN', {'min_cluster_size': 17.38034712019554}), ('HDBSCAN', {'min_cluster_size': 20.1479296875}), ('HDBSCAN', {'min_cluster_size': 19.91305133025795}), ('HDBSCAN', {'min_cluster_size': 19.7514453125}), ('KMeans', {'n_clusters': 10.14987920153679}), ('KMeans', {'n_clusters': 22.47031621064904}), ('KMeans', {'n_clusters': 17.87604332224074}), ('KMeans', {'n_clusters': 21.421823306119194}), ('KMeans', {'n_clusters': 10.946030458375231}), ('MeanShift', {'bandwidth': 12.573050781250004}), ('MeanShift', {'bandwidth': 40.941980468749996}), ('MeanShift', {'bandwidth': 18.937837989864295}), ('MeanShift', {'bandwidth': 18.017562915757058}), ('MeanShift', {'bandwidth': 32.45898046875})]",729.7734889984131
1,banana - Ori,naive_avg,Optunity,BINARY,0.0557292049500468,"[('HDBSCAN', {'min_cluster_size': 23.416302191019426}), ('HDBSCAN', {'min_cluster_size': 14.438949547395538}), ('HDBSCAN', {'min_cluster_size': 14.784628906249994}), ('KMeans', {'n_clusters': 21.59245298624609})]",380.8672060966492
2,banana - Ori,naive_avg,Optunity,ALG_NUMBER,-0.0517635603670633,"[('HDBSCAN', {'min_cluster_size': 1.1737067353690795}), ('HDBSCAN', {'min_cluster_size': 21.836828200389544}), ('HDBSCAN', {'min_cluster_size': 16.003304788405718}), ('HDBSCAN', {'min_cluster_size': 27.112884621456676}), ('KMeans', {'n_clusters': 20.463875927303693}), ('KMeans', {'n_clusters': 17.214899524081005}), ('KMeans', {'n_clusters': 10.04515515290677}), ('KMeans', {'n_clusters': 12.46789526044866}), ('MeanShift', {'bandwidth': 15.562541922726293})]",250.20270228385925
0,st900,naive_avg,SMAC HPO,FIXED,-0.164835919297373,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 1,
  'HDBSCAN_1_min_cluster_size': 18,
  'HDBSCAN_2_min_cluster_size': 29,
  'HDBSCAN_3_min_cluster_size': 5,
  'HDBSCAN_4_min_cluster_size': 18,
  'KMeans_0_n_clusters': 20,
  'KMeans_1_n_clusters': 9,
  'KMeans_2_n_clusters': 25,
  'KMeans_3_n_clusters': 21,
  'KMeans_4_n_clusters': 10,
  'MeanShift_0_bandwidth': 14.9136660853401,
  'MeanShift_1_bandwidth': 24.0151797460392,
  'MeanShift_2_bandwidth': 41.2970210973173,
  'MeanShift_3_bandwidth': 0.1811856294051,
  'MeanShift_4_bandwidth': 48.165267430339,
})",192.28572249412537
1,st900,naive_avg,SMAC HPO,BINARY,0.0547537731310437,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_1_min_cluster_size': 20,
  'KMeans_1_n_clusters': 7,
})",117.01034235954285
2,st900,naive_avg,SMAC HPO,ALG_NUMBER,0.0888873439441724,"Configuration(values={
  'HDBSCAN': 2,
  'KMeans': 0,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 2,
  'HDBSCAN_1_min_cluster_size': 18,
  'MeanShift_0_bandwidth': 42.2708187532282,
})",98.91240692138672
0,st900,naive_avg,SMAC BB,FIXED,-0.0307065238808142,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 4,
  'HDBSCAN_1_min_cluster_size': 14,
  'HDBSCAN_2_min_cluster_size': 8,
  'HDBSCAN_3_min_cluster_size': 1,
  'HDBSCAN_4_min_cluster_size': 30,
  'KMeans_0_n_clusters': 22,
  'KMeans_1_n_clusters': 3,
  'KMeans_2_n_clusters': 21,
  'KMeans_3_n_clusters': 15,
  'KMeans_4_n_clusters': 12,
  'MeanShift_0_bandwidth': 22.5032628003399,
  'MeanShift_1_bandwidth': 0.1010672704606,
  'MeanShift_2_bandwidth': 48.4685632788067,
  'MeanShift_3_bandwidth': 0.1214621123186,
  'MeanShift_4_bandwidth': 0.126892297842,
})",238.1043992042541
1,st900,naive_avg,SMAC BB,BINARY,0.1383980244906174,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.True_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 27,
  'HDBSCAN_2_min_cluster_size': 18,
  'HDBSCAN_4_min_cluster_size': 1,
  'KMeans_0_n_clusters': 24,
  'KMeans_4_n_clusters': 5,
  'MeanShift_1_bandwidth': 0.1307659829119,
})",175.61277079582214
2,st900,naive_avg,SMAC BB,ALG_NUMBER,0.1670497447114657,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 1,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 1,
  'KMeans_0_n_clusters': 17,
})",136.71706342697144
0,st900,naive_avg,SMAC AC,FIXED,-0.2173231984938692,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 22,
  'HDBSCAN_1_min_cluster_size': 3,
  'HDBSCAN_2_min_cluster_size': 23,
  'HDBSCAN_3_min_cluster_size': 10,
  'HDBSCAN_4_min_cluster_size': 22,
  'KMeans_0_n_clusters': 18,
  'KMeans_1_n_clusters': 21,
  'KMeans_2_n_clusters': 24,
  'KMeans_3_n_clusters': 21,
  'KMeans_4_n_clusters': 27,
  'MeanShift_0_bandwidth': 35.3445642093386,
  'MeanShift_1_bandwidth': 10.767321653523,
  'MeanShift_2_bandwidth': 9.7537452905004,
  'MeanShift_3_bandwidth': 45.2231303257921,
  'MeanShift_4_bandwidth': 0.2209007843263,
})",135.27167892456055
1,st900,naive_avg,SMAC AC,BINARY,-0.1126042880156343,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.True_,
  'KMeans_1': np.True_,
  'KMeans_2': np.True_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.True_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 28,
  'HDBSCAN_1_min_cluster_size': 10,
  'HDBSCAN_2_min_cluster_size': 6,
  'KMeans_0_n_clusters': 27,
  'KMeans_1_n_clusters': 7,
  'KMeans_2_n_clusters': 2,
  'MeanShift_0_bandwidth': 18.4926888910475,
})",92.54948210716248
2,st900,naive_avg,SMAC AC,ALG_NUMBER,0.0852674273972914,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 1,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 19,
  'KMeans_0_n_clusters': 15,
})",64.4908230304718
0,st900,naive_avg,BOHB,FIXED,-0.2066911762682838,"[('HDBSCAN', {'min_cluster_size': 6}), ('HDBSCAN', {'min_cluster_size': 10}), ('HDBSCAN', {'min_cluster_size': 7}), ('HDBSCAN', {'min_cluster_size': 9}), ('HDBSCAN', {'min_cluster_size': 13}), ('KMeans', {'n_clusters': 19}), ('KMeans', {'n_clusters': 16}), ('KMeans', {'n_clusters': 28}), ('KMeans', {'n_clusters': 22}), ('KMeans', {'n_clusters': 27}), ('MeanShift', {'bandwidth': 42.05162465843196}), ('MeanShift', {'bandwidth': 44.74467275770572}), ('MeanShift', {'bandwidth': 8.401709771942178}), ('MeanShift', {'bandwidth': 43.63338298832415}), ('MeanShift', {'bandwidth': 46.96170845163959})]",155.7464005947113
1,st900,naive_avg,BOHB,BINARY,-0.0057008607678947,"[('KMeans', {'n_clusters': 12}), ('KMeans', {'n_clusters': 9}), ('MeanShift', {'bandwidth': 33.7209160905347}), ('MeanShift', {'bandwidth': 24.35717756924907}), ('MeanShift', {'bandwidth': 27.429068888673328})]",99.75747871398926
2,st900,naive_avg,BOHB,ALG_NUMBER,0.3905,"[('HDBSCAN', {'min_cluster_size': 2}), ('MeanShift', {'bandwidth': 44.987818242030144}), ('MeanShift', {'bandwidth': 32.49274619981598}), ('MeanShift', {'bandwidth': 11.675396454230677}), ('MeanShift', {'bandwidth': 47.444982461753234}), ('MeanShift', {'bandwidth': 36.23378054080979})]",98.33626794815063
0,st900,naive_avg,Optunity,FIXED,-0.203370402407417,"[('HDBSCAN', {'min_cluster_size': 6.822239725165895}), ('HDBSCAN', {'min_cluster_size': 1.5667833645139209}), ('HDBSCAN', {'min_cluster_size': 18.11426214668656}), ('HDBSCAN', {'min_cluster_size': 10.239186350569948}), ('HDBSCAN', {'min_cluster_size': 27.237884690589247}), ('KMeans', {'n_clusters': 12.083188582631708}), ('KMeans', {'n_clusters': 18.28812212928183}), ('KMeans', {'n_clusters': 17.588309580212304}), ('KMeans', {'n_clusters': 21.73963528268035}), ('KMeans', {'n_clusters': 15.902952794315476}), ('MeanShift', {'bandwidth': 1.5804369545680477}), ('MeanShift', {'bandwidth': 44.587297679491705}), ('MeanShift', {'bandwidth': 47.05982622060012}), ('MeanShift', {'bandwidth': 3.2575441950496447}), ('MeanShift', {'bandwidth': 48.46931926362689})]",212.42835187911987
1,st900,naive_avg,Optunity,BINARY,0.0911240566359606,"[('HDBSCAN', {'min_cluster_size': 12.671902816132226}), ('HDBSCAN', {'min_cluster_size': 1.95402387349593}), ('KMeans', {'n_clusters': 8.82785679451592}), ('MeanShift', {'bandwidth': 0.5703259905653522})]",153.02528619766235
2,st900,naive_avg,Optunity,ALG_NUMBER,-0.0216880054225256,"[('HDBSCAN', {'min_cluster_size': 6.458045306066494}), ('HDBSCAN', {'min_cluster_size': 13.328177548774166}), ('HDBSCAN', {'min_cluster_size': 26.121827320623595}), ('KMeans', {'n_clusters': 27.64629924935438}), ('KMeans', {'n_clusters': 10.011342212599457})]",56.74588465690613
0,disk-4600n,naive_avg,SMAC HPO,FIXED,-0.2046511970667522,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 26,
  'HDBSCAN_1_min_cluster_size': 30,
  'HDBSCAN_2_min_cluster_size': 15,
  'HDBSCAN_3_min_cluster_size': 14,
  'HDBSCAN_4_min_cluster_size': 2,
  'KMeans_0_n_clusters': 21,
  'KMeans_1_n_clusters': 29,
  'KMeans_2_n_clusters': 3,
  'KMeans_3_n_clusters': 7,
  'KMeans_4_n_clusters': 28,
  'MeanShift_0_bandwidth': 48.6421629101969,
  'MeanShift_1_bandwidth': 44.4900747730397,
  'MeanShift_2_bandwidth': 0.167152736336,
  'MeanShift_3_bandwidth': 14.2320497597568,
  'MeanShift_4_bandwidth': 13.1425962229259,
})",1839.897268295288
1,disk-4600n,naive_avg,SMAC HPO,BINARY,-0.0890434872070497,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.True_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.True_,
  'HDBSCAN_1_min_cluster_size': 1,
  'HDBSCAN_2_min_cluster_size': 19,
  'HDBSCAN_3_min_cluster_size': 23,
  'HDBSCAN_4_min_cluster_size': 19,
  'KMeans_0_n_clusters': 10,
  'KMeans_3_n_clusters': 23,
  'MeanShift_4_bandwidth': 40.8771592770703,
})",610.1845858097076
2,disk-4600n,naive_avg,SMAC HPO,ALG_NUMBER,-0.0114199442514764,"Configuration(values={
  'HDBSCAN': 5,
  'KMeans': 1,
  'MeanShift': 2,
  'HDBSCAN_0_min_cluster_size': 2,
  'HDBSCAN_1_min_cluster_size': 19,
  'HDBSCAN_2_min_cluster_size': 24,
  'HDBSCAN_3_min_cluster_size': 20,
  'HDBSCAN_4_min_cluster_size': 8,
  'KMeans_0_n_clusters': 4,
  'MeanShift_0_bandwidth': 9.8594962368719,
  'MeanShift_1_bandwidth': 0.2914716267958,
})",985.1290791034698
0,disk-4600n,naive_avg,SMAC BB,FIXED,-0.0254650582395575,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 30,
  'HDBSCAN_1_min_cluster_size': 2,
  'HDBSCAN_2_min_cluster_size': 1,
  'HDBSCAN_3_min_cluster_size': 4,
  'HDBSCAN_4_min_cluster_size': 30,
  'KMeans_0_n_clusters': 2,
  'KMeans_1_n_clusters': 15,
  'KMeans_2_n_clusters': 3,
  'KMeans_3_n_clusters': 30,
  'KMeans_4_n_clusters': 10,
  'MeanShift_0_bandwidth': 7.864370773387,
  'MeanShift_1_bandwidth': 10.8813304346615,
  'MeanShift_2_bandwidth': 0.1018336243781,
  'MeanShift_3_bandwidth': 0.1004545870344,
  'MeanShift_4_bandwidth': 0.1067973143217,
})",1402.2208144664764
1,disk-4600n,naive_avg,SMAC BB,BINARY,-0.094286345385096,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_1_min_cluster_size': 17,
  'KMeans_4_n_clusters': 3,
})",932.075689792633
2,disk-4600n,naive_avg,SMAC BB,ALG_NUMBER,0.0025411925401254,"Configuration(values={
  'HDBSCAN': 5,
  'KMeans': 1,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 19,
  'HDBSCAN_1_min_cluster_size': 1,
  'HDBSCAN_2_min_cluster_size': 3,
  'HDBSCAN_3_min_cluster_size': 12,
  'HDBSCAN_4_min_cluster_size': 13,
  'KMeans_0_n_clusters': 15,
  'MeanShift_0_bandwidth': 45.0488650444794,
})",662.1297171115875
0,disk-4600n,naive_avg,SMAC AC,FIXED,-0.2420734258102648,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 19,
  'HDBSCAN_1_min_cluster_size': 29,
  'HDBSCAN_2_min_cluster_size': 23,
  'HDBSCAN_3_min_cluster_size': 6,
  'HDBSCAN_4_min_cluster_size': 27,
  'KMeans_0_n_clusters': 4,
  'KMeans_1_n_clusters': 8,
  'KMeans_2_n_clusters': 9,
  'KMeans_3_n_clusters': 16,
  'KMeans_4_n_clusters': 23,
  'MeanShift_0_bandwidth': 5.1044637856118,
  'MeanShift_1_bandwidth': 48.1955893061393,
  'MeanShift_2_bandwidth': 2.7878969956366,
  'MeanShift_3_bandwidth': 9.7475882928532,
  'MeanShift_4_bandwidth': 37.8161259711096,
})",467.7412116527557
